doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.1007/978-3-030-66922-5_30,A3BAC: Attribute-Based Access Control Model with Anonymous Access,,Runnan Zhang; Gang Liu; Shancang Li; Yonghe Wei; Quan Wang,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",2021,2,https://www.semanticscholar.org/paper/0000eb56c939fefd6eb3effa8ff06f964891a0be,,0000eb56c939fefd6eb3effa8ff06f964891a0be
10.3390/su131910556,An Attribute-Based Access Control for IoT Using Blockchain and Smart Contracts,"With opportunities brought by the Internet of Things (IoT), it is quite a challenge to maintain concurrency and privacy when a huge number of resource-constrained distributed devices are involved. Blockchain have become popular for its benefits, including decentralization, persistence, immutability, auditability, and consensus. Great attention has been received by the IoT based on the construction of distributed file systems worldwide. A new generation of IoT-based distributed file systems has been proposed with the integration of Blockchain technology, such as the Swarm and Interplanetary File System. By using IoT, new technical challenges, such as Credibility, Harmonization, large-volume data, heterogeneity, and constrained resources are arising. To ensure data security in IoT, centralized access control technologies do not provide credibility. In this work, we propose an attribute-based access control model for the IoT. The access control lists are not required for each device by the system. It enhances access management in terms of effectiveness. Moreover, we use blockchain technology for recording the attribute, avoiding data tempering, and eliminating a single point of failure at edge computing devices. IoT devices control the user’s environment as well as his or her private data collection; therefore, the exposure of the user’s personal data to non-trusted private and public servers may result in privacy leakage. To automate the system, smart contracts are used for data accessing, whereas Proof of Authority is used for enhancing the system’s performance and optimizing gas consumption. Through smart contracts, ciphertext can be stored on a blockchain by the data owner. Data can only be decrypted in a valid access period, whereas in blockchains, the trace function is achieved by the storage of invocation and the creation of smart contracts. Scalability issues can also be resolved by using the multichain blockchain. Eventually, it is concluded from the simulation results that the proposed system is efficient for IoT.",S. Zaidi; M. A. Shah; Hasan Ali Khattak; C. Maple; Hafiz Tayyab Rauf; Ahmed M. El-Sherbeeny,Sustainability,2021,59,https://www.semanticscholar.org/paper/0010110e322b5ed622e9a57ff2aed1b092b3cf9e,https://www.mdpi.com/2071-1050/13/19/10556/pdf?version=1632448701,0010110e322b5ed622e9a57ff2aed1b092b3cf9e
10.1109/ICCMC48092.2020.ICCMC-000166,A Priority-based Approach for Detection of Anomalies in ABAC Policies using Clustering Technique,"Cloud computing offers several computing services like storage, networks, hardware, and software. The most beneficial cloud service is cloud storage. The organization or large industries can store their big data in cloud storage on pay for usage scheme. As the big data are outsourced in a distributed cloud environment, securing and protecting the big data is essential. The various access control models, which consist of a set of security policies, are used generally to protect the outsourced data. Anomalies in the security policies dilute the efficiency of the access security model. Developing an efficient access control model to protect the data is a challenging and ongoing process. The primary goal of this paper is to analyze and detect the important anomalies in Attribute-Based Access Control-ABAC Policies. This paper presents an approach that uses Priority-level to avoid the conflict in ABAC Policies. This approach groups the rules of ABAC policies based on Priority-level and similarity with the clustering technique, and detect the anomalies in each cluster rather than all rules, which made this approach efficient.",K. Vijayalakshmi; V. Jayalakshmi,International Conference Computing Methodologies and Communication,2020,10,https://www.semanticscholar.org/paper/0024e45c4e631490db37b555bf2fd8161e58cff7,,0024e45c4e631490db37b555bf2fd8161e58cff7
10.17781/p002451,Comparison of Attribute Based Access Control (ABAC) Model and Rule Based Access (RBAC) to Digital Evidence Storage (DES),,Moh Fadly Panende; Imam Riadi Yudi Prayudi,,2018,3,https://www.semanticscholar.org/paper/0057f1e4583f1f2ae0ce99505c9c111a7d968555,,0057f1e4583f1f2ae0ce99505c9c111a7d968555
10.1109/ICNC64010.2025.10993941,Empowering Secure Data-Driven Services for CPS: An Attribute-Based Access Control Model with Experimental Validation,"The convergence of physical and computational components in cyber-physical systems (CPS) is driving innovations that revolutionize diverse sectors, from self-driving cars and smart industry to healthcare. However, this interconnection expands the risk of cyberattacks and data breaches as the constant exchange of large amounts of sensitive data creates more opportunities for data exploitation. Addressing this problem through effective data access control in dynamic and complex CPS remains challenging due to the trade-off between security and efficiency. Moreover, the lack of large-scale real-world implementations of access control mechanisms in CPS restricts the evaluation of existing solutions, highlighting the need for further research and development. To fulfill these requirements, we propose a secure data sharing framework that leverages ciphertext-policy attribute-based proxy re-encryption for fine-grained access control with flexible policy updates and secure delegation of decryption rights within CPS, named ""SDS-CPS."" We further enhance our proposal by employing an information-centric networking approach, which decouples data from its source and enables in-network caching for efficient data delivery in heterogeneous CPS environments. For validation, we implemented and evaluated SDS-CPS on an actual testbed. The experimental results demonstrate significant improvements in data access efficiency while securely handling dynamic access policies with minimal computational overhead.",Htet Htet Hlaing; Y. Teranishi; Hitoshi Asaeda,"International Conference on Computing, Networking and Communications",2025,1,https://www.semanticscholar.org/paper/008afdf3f8bf25aa4fff45f149ad67b053b19038,,008afdf3f8bf25aa4fff45f149ad67b053b19038
10.1109/BigDataSecurity-HPSC-IDS49724.2020.00018,Context Sensitive Access Control in Smart Home Environments,"The rise in popularity of Internet of Things (IoT) devices has opened doors for privacy and security breaches in Cyber-Physical systems like smart homes, smart vehicles, and smart grids that affect our daily existence. IoT systems are also a source of big data that gets shared via cloud. IoT systems in a smart home environment have sensitive access control issues since they are deployed in a personal space. The collected data can also be of highly personal nature. Therefore, it is critical to build access control models that govern who, under what circumstances, can access which sensed data or actuate a physical system. Traditional access control mechanisms are not expressive enough to handle such complex access control needs, warranting the incorporation of new methodologies for privacy and security. In this paper, we propose the creation of the PALS system, that builds upon existing work in attribute based access control model, captures physical context collected from sensed data (attributes), and performs dynamic reasoning over these attributes and context driven policies using Semantic Web technologies to execute access control decisions. Reasoning over user context, details of information collected by cloud service provider and device type our mechanism generates as a consequent access control decisions. Our system’s access control decisions are supplemented by another sub-system that detects intrusions into smart home systems based on both network and behavioral data. The combined approach serves to determine indicators that a smart home system is under attack, as well as limit what data breach such attacks can achieve.",Sofia Dutta; Sai Sree Laya Chukkapalli; Madhura Sulgekar; Swathi Krithivasan; Prajit Kumar Das; A. Joshi,"2020 IEEE 6th Intl Conference on Big Data Security on Cloud (BigDataSecurity), IEEE Intl Conference on High Performance and Smart Computing, (HPSC) and IEEE Intl Conference on Intelligent Data and Security (IDS)",2020,34,https://www.semanticscholar.org/paper/00c69ac3e46fce7013cda997e6c9a7c39714e890,https://mdsoar.org/bitstreams/1bb61058-f8a9-4ee7-b6ae-3a5f6973a8bd/download,00c69ac3e46fce7013cda997e6c9a7c39714e890
,Anonymous Attribute based Access Control in Cloud Computing,,M. Naima; T. Ahmed; Fetjah Laila,,2015,0,https://www.semanticscholar.org/paper/0175e20d3b636c37edd7fa50886256617edb6f79,,0175e20d3b636c37edd7fa50886256617edb6f79
10.1109/CLOUD.2016.0019,An Integrated Privacy Preserving Attribute Based Access Control Framework,,Runhua Xu; J. Joshi,IEEE International Conference on Cloud Computing,2016,18,https://www.semanticscholar.org/paper/01b734cd2a2f5baf0a64c327fa23b025f64bc4fc,,01b734cd2a2f5baf0a64c327fa23b025f64bc4fc
10.1007/s11227-021-04293-3,Auditable attribute-based data access control using blockchain in cloud storage,,V. Arasi; K. Gandhi; K. Kulothungan,Journal of Supercomputing,2022,30,https://www.semanticscholar.org/paper/023d0fd030a79e8265a957c5a669082fbb0967ad,,023d0fd030a79e8265a957c5a669082fbb0967ad
10.1145/3445969.3450428,The HABAC Model for Smart Home IoT and Comparison to EGRBAC,"In the near future IoT will be part of every home turning our houses into smart houses, in which we have multiple users with complex social relationships between them using the same smart devices. This requires sophisticated access control specification and enforcement models. Recently, several access control models have been developed or adapted for IoT in general, with a few specifically designed for the smart home IoT domain. The majority of these models are built on role-based access control (RBAC) or attribute-based access control (ABAC) models which have had considerable traction in traditional non-IoT domains. In this paper, we introduce the smart home IoT attribute-based access control model (HABAC). HABAC is a dynamic and fine-grained model that is developed specifically to meet smart home IoT challenges. Currently it is not precisely clear what are the pros and cons of ABAC over RBAC in general, and in smart home IoT in particular. To this end we provide an analysis of HABAC relative to the previously published EGRBAC (extended generalized role based access control) model for smart home IoT. We compare the theoretical expressive power of these models by providing algorithms for converting an HABAC specification to EGRBAC and vice versa, and discuss the insights for practical deployment of these models resulting from these constructions. We conclude that a hybrid model combining ABAC and RBAC features may be the most suitable for smart home IoT, and likely more generally.",Safwa Ameer; R. Sandhu,SAT-CPS@CODASPY,2021,17,https://www.semanticscholar.org/paper/02cd02c7217c7a72927602f2125e56ebd37c44a4,,02cd02c7217c7a72927602f2125e56ebd37c44a4
10.1145/3041048.3041052,Attribute Transformation for Attribute-Based Access Control,,P. Biswas; R. Sandhu; R. Krishnan,ABAC '17,2017,14,https://www.semanticscholar.org/paper/02ce8d2a2365a7b47790d5a190417b1426de1ee3,,02ce8d2a2365a7b47790d5a190417b1426de1ee3
10.1145/3180457.3180463,An Attribute-Based Access Control Model for Secure Big Data Processing in Hadoop Ecosystem,,Maanak Gupta; Farhan Patwa; R. Sandhu,,2018,63,https://www.semanticscholar.org/paper/02e2ba9c486df94399b0b8274db486ae991f2237,,02e2ba9c486df94399b0b8274db486ae991f2237
,A lightweight blockchain-based access control scheme for integrated edge computing in the internet of things,"In view of the security issues of the Internet of Things (IoT), considered better combining edge computing and blockchain with the IoT, integrating attribute-based encryption (ABE) and attribute-based access control (ABAC) models with attributes as the entry point, an attribute-based encryption and access control scheme (ABE-ACS) has been proposed. Facing Edge-Iot, which is a heterogeneous network composed of most resource-limited IoT devices and some nodes with higher computing power. For the problems of high resource consumption and difficult deployment of existing blockchain platforms, we design a lightweight blockchain (LBC) with improvement of the proof-of-work consensus. For the access control policies, the threshold tree and LSSS are used for conversion and assignment, stored in the blockchain to protect the privacy of the policy. For device and data, six smart contracts are designed to realize the ABAC and penalty mechanism, with which ABE is outsourced to edge nodes for privacy and integrity. Thus, our scheme realizing Edge-Iot privacy protection, data and device controlled access. The security analysis shows that the proposed scheme is secure and the experimental results show that our LBC has higher throughput and lower resources consumption, the cost of encryption and decryption of our scheme is desirable.",J. Zhang; Lingyun Yuan; Shanshan Xu,arXiv.org,2021,2,https://www.semanticscholar.org/paper/02f508be47d2524c8f4825b39bfbf49395d655c9,,02f508be47d2524c8f4825b39bfbf49395d655c9
10.1109/IDAACS.2015.7340772,Constraints validation in privacy-preserving attribute-based access control,,V. Oleshchuk,International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications,2015,0,https://www.semanticscholar.org/paper/03092728062fea477904abfd72242e1188cbe99a,,03092728062fea477904abfd72242e1188cbe99a
10.1016/J.COSE.2021.102318,How to implement secure cloud file sharing using optimized attribute-based access control with small policy matrix and minimized cumulative errors,,E. Chen; Yan Zhu; Guizhen Zhu; K. Liang; Rongquan Feng,Computers & security,2021,11,https://www.semanticscholar.org/paper/031b17d9cabe97617ad75b0e728ef88259dfd103,,031b17d9cabe97617ad75b0e728ef88259dfd103
10.3390/s20071882,Security Architecture for Defining and Enforcing Security Profiles in DLT/SDN-Based IoT Systems,"Despite the advantages that the Internet of Things (IoT) will bring to our daily life, the increasing interconnectivity, as well as the amount and sensitivity of data, make IoT devices an attractive target for attackers. To address this issue, the recent Manufacturer Usage Description (MUD) standard has been proposed to describe network access control policies in the manufacturing phase to protect the device during its operation by restricting its communications. In this paper, we define an architecture and process to obtain and enforce the MUD restrictions during the bootstrapping of a device. Furthermore, we extend the MUD model with a flexible policy language to express additional aspects, such as data privacy, channel protection, and resource authorization. For the enforcement of such enriched behavioral profiles, we make use of Software Defined Networking (SDN) techniques, as well as an attribute-based access control approach by using authorization credentials and encryption techniques. These techniques are used to protect devices’ data, which are shared through a blockchain platform. The resulting approach was implemented and evaluated in a real scenario, and is intended to reduce the attack surface of IoT deployments by restricting devices’ communication before they join a certain network.",S. N. Matheu-García; Alberto Robles Enciso; A. M. Zarca; Dan García-Carrillo; J. L. Hernández-Ramos; Jorge Bernal Bernabé; A. Gómez-Skarmeta,Italian National Conference on Sensors,2020,30,https://www.semanticscholar.org/paper/03609391f97bc49ce419cae8f769de7c6a8fb7cf,https://www.mdpi.com/1424-8220/20/7/1882/pdf?version=1586612229,03609391f97bc49ce419cae8f769de7c6a8fb7cf
10.1109/AEMCSE50948.2020.00033,IoT Architecture Based on ABAC Smart Contract,"In recent years, the combination of IoT and daily life is increasing. However, incidents caused by IoT security problems have also emerged endlessly. This paper analyzes the requirements of current IoT structure and the benefits of the combination of blockchain and IoT in this environment. Based on this, this paper uses the smart contract to implement the ABAC access control model on the blockchain and combines the IPFS file system to build a decentralized IoT architecture that can provide secure access control. The prototype of this system is tested in this paper, which verifies the feasibility of the system and confirms certain performance advantages of the architecture.",Xukun Zhang; Xiaoning Jiang,"2020 3rd International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)",2020,4,https://www.semanticscholar.org/paper/03631c50dfdba8d71ca5f81db27f15c600a537d9,,03631c50dfdba8d71ca5f81db27f15c600a537d9
,ABAC model based on XACML in Web Service,,Shen Hai-bo; Hong Fan,,2005,2,https://www.semanticscholar.org/paper/03b369464f7eb688f893ad1098520f8742cb75fc,,03b369464f7eb688f893ad1098520f8742cb75fc
10.1145/3368691.3368744,A blockchain model for preserving intellectual property,"The number of applications that blockchain era suggests are vastly growing each day in almost all industries. One of the most dialectical research areas using blockchain concepts is the aspects of intellectual property and copy rights. In this paper, we propose a novel framework of a hybrid model which combines consortium blockchain and private blockchain properties coupled with the definition of attribute-based access control to produce a suggested benchmark in preserving intellectual property law and practice. This hybrid-based model can help in solving many problems detected in Intellectual Property management using blockchain, such as provenance and authenticity.",Zain A. Halloush; Qussai M. Yaseen,International Conference on Data Technologies and Applications,2019,9,https://www.semanticscholar.org/paper/03feba223a2d0bc2688a85437cfe51923567ea0c,,03feba223a2d0bc2688a85437cfe51923567ea0c
10.3390/electronics11213617,SEMRAchain: A Secure Electronic Medical Record Based on Blockchain Technology,"A medical record is an important part of a patient’s follow-up. It comprises healthcare professionals’ views, prescriptions, analyses, and all information about the patient. Several players, including the patient, the doctor, and the pharmacist, are involved in the process of sharing, and managing this file. Any authorized individual can access the electronic medical record (EMR) from anywhere, and the data are shared among various health service providers. Sharing the EMR requires various conditions, such as security and confidentiality. However, existing medical systems may be exposed to system failure and malicious intrusions, making it difficult to deliver dependable services. Additionally, the features of these systems represent a challenge for centralized access control methods. This paper presents SEMRAchain a system based on Access control (Role-Based Access Control (RBAC), Attribute-Based Access Control (ABAC)) and a smart contract approach. This fusion enables decentralized, fine-grained, and dynamic access control management for EMR management. Together, blockchain technology as a secure distributed ledger and access control provides such a solution, providing system stakeholders with not just visibility but also trustworthiness, credibility, and immutability.",H. Mhamdi; Manel Ayadi; Amel Ksibi; Amal Al-Rasheed; Ben Othman Soufiene; Sakli Hedi,Electronics,2022,23,https://www.semanticscholar.org/paper/041681de8a047c6411430a352a22ce895aaa0906,https://www.mdpi.com/2079-9292/11/21/3617/pdf?version=1667993833,041681de8a047c6411430a352a22ce895aaa0906
10.1109/TNSM.2021.3077276,Trust-Based Blockchain Authorization for IoT,"Authorization or access control limits the actions a user may perform on a computer system, based on predetermined access control policies, thus preventing access by illegitimate actors. Access control for the Internet of Things (IoT) should be tailored to take inherent IoT network scale and device resource constraints into consideration. However, common authorization systems in IoT employ conventional schemes, which suffer from overheads and centralization. Recent research trends suggest that blockchain has the potential to tackle the issues of access control in IoT. However, proposed solutions overlook the importance of building dynamic and flexible access control mechanisms. In this paper, we design a decentralized attribute-based access control mechanism with an auxiliary Trust and Reputation System (TRS) for IoT authorization. Our system progressively quantifies the trust and reputation scores of each node in the network and incorporates the scores into the access control mechanism to achieve dynamic and flexible access control. We design our system to run on a public blockchain, but we separate the storage of sensitive information, such as user’s attributes, to private sidechains for privacy preservation. We implement our solution in a public Rinkeby Ethereum test-network interconnected with a lab-scale testbed. Our evaluations consider various performance metrics to highlight the applicability of our solution for IoT contexts.",G. D. Putra; Volkan Dedeoglu; S. Kanhere; R. Jurdak; A. Ignjatović,IEEE Transactions on Network and Service Management,2021,75,https://www.semanticscholar.org/paper/0445aa15b7b3b8de6e1ff405a552f92fff2f4401,https://arxiv.org/pdf/2104.00832,0445aa15b7b3b8de6e1ff405a552f92fff2f4401
10.1145/3534056.3535007,A hybrid attribute based access control model applied to data in a hybrid cloud environment,"Attribute Based Access Control (ABAC) has become more broadly adopted by enterprises around the world to provide more dynamic controls to accessing data than Role Based Access Control (RBAC). The challenge is that RBAC is still widely used inside enterprises and ABAC has several limitations reducing its benefits and slowing adoption. Most data access management systems adopted across enterprises today use an access methodology known as Role Based Access Control (RBAC). In RBAC, a user requests access to data or a resource, an approver with knowledge of the users and the resource evaluates the request, and, if approved, the user (subject) is then added to a predefined role that has a set of permissions granted against the resource. Approvers must understand the roles and their intended purpose to grant users access to those roles properly. Contextual information not used when making an access decision. If the access to data is subdivided into subgroups such as by geo, division, specific columns and/or rows of data, then many roles must be created. In RBAC, once a user is approved to the data or resource, they are granted that access until a revalidation window or indefinitely. There are several situations that requires access to be more dynamic and evaluated at access time. Examples of these situations includes: 1. Supporting financial blackout periods. Some financial data cannot be accessed by all individuals or systems granted access from just before the end of a Quarter until after earnings announcement. 2. New government regulations around PI are constantly emerging. Being able to quickly add or adapt to new policies cannot be handled by an RBAC model unless new roles are created. 3. A user may be granted access by an approver to data that can only be accessed from within a certain geography (such as Federal data in the US). ABAC can be used to eliminate the previously mentioned deficiencies of RBAC. The primary goal of using ABAC is to provide dynamic access controls to the accessing of data and other hybrid cloud resources. Much like RBAC, ABAC has its own set of limitations that are introduced when it is implemented as defined. The following limitations and challenges were encountered when adopting ABAC: 1. The major challenge encountered using ABAC is a degradation in performance when having to evaluate policies and attributes each time a request is made to access a resource. 2. RBAC is still widely adopted across many enterprises. A hybrid ABAC/RBAC approach determines if an access is allowed and syncs/adds a user to a role much the same way that RBAC works. The benefits of ABAC are realized using the hybrid approach by defining a window of time when the access is evaluated. At the time of evaluation, policies and attributes are assessed to determine if access is allowed. If not, the subject is removed from the role/group and no longer has access leveraging existing access controls at the resource. The evaluation period can be set to any length depending on the data being protected and/or the policy being applied. If the period is set to the Continued Business Need (CBN) period, then the hybrid model effectively acts as an RBAC system. The use of an evaluation period eliminates the performance problems of ABAC since the assessment is only done once during the period.",G. Miller,Annual Haifa Experimental Systems Conference,2022,0,https://www.semanticscholar.org/paper/046857e6812b4eca1accabd2d979d7a452c04d51,,046857e6812b4eca1accabd2d979d7a452c04d51
10.6028/NIST.SP.800-162,Guide to Attribute Based Access Control (ABAC) Definition and Considerations,,Vincent C. Hu; David F. Ferraiolo; R. Kuhn; Adam Schnitzer; Kenneth Sandlin; Robert Miller; K. Scarfone,,2014,1044,https://www.semanticscholar.org/paper/048b94e963a22c6f573dbf6ccf060ebfafd49456,,048b94e963a22c6f573dbf6ccf060ebfafd49456
10.1145/3309074.3309091,A novel attribute-based access control system for fine-grained privacy protection,"Public cloud have recently become popular platform for sharing data in real-time on web applications due to their simplicity in design and effectiveness in horizontal scaling and performance. However, no proper consideration has been fully investigated so far in privacy protection for public cloud. While many studies have acknowledged this issue, recent studies have not provided a fine-grained access control system for privacy protection in cloud system. As the data set becomes larger, we have to confront more privacy challenges. In this paper, we propose a comprehensive framework for enforcing attribute-based security protection in the public cloud together with the feature of data privacy protection by using privacy which define in XML format. With the proposed model, a request can be evaluated not only by access purpose but also by subject, action, resource, environment attributes. The experiment is carried out to illustrate the relationship between the processing time for access decision and the complexity of policies.",H. Son; N. M. Hoang,"International Conference on Cryptography, Security and Privacy",2019,30,https://www.semanticscholar.org/paper/04caebcbb00169fc182080fd73a5655f34277036,,04caebcbb00169fc182080fd73a5655f34277036
10.1109/COMPCOMM.2017.8323020,Security-aware attribute-based access control for fog-based eldercare system,,L. Yin; Aiqing Zhang; Xinrong Ye; Lei Wang,International Conference on Innovative Computing and Cloud Computing,2017,3,https://www.semanticscholar.org/paper/04dc9df02e19fcb72eb7acf9e7a10c7b34732bea,,04dc9df02e19fcb72eb7acf9e7a10c7b34732bea
10.1145/3577923.3585050,RanSAM: Randomized Search for ABAC Policy Mining,"This paper presents a novel approach for generating Attribute-based Access Control policies from a given Access Control Matrix (ACM). In contrast to the existing techniques for policy mining, which group the desired accesses in the ACM using certain heuristics, we pose it as a search problem in the policy space. A randomized algorithm is then used to identify the policy that best represents the given ACM. Our initial experiments show promising results.",Nakul Aggarwal; S. Sural,Conference on Data and Application Security and Privacy,2023,7,https://www.semanticscholar.org/paper/04dcbff2298f0f8c935a1ddd183bd07a341e190e,,04dcbff2298f0f8c935a1ddd183bd07a341e190e
10.59256/indjcst.20250401032,Block Chain-Based Secure Document Sharing,"The Blockchain-Based Secure Document Sharing project offers a decentralized approach to secure, transparent, and efficient document sharing, resolving the weaknesses of conventional centralized systems. Utilizing Ethereum blockchain, smart contracts, and the Inter Planetary File System (IPFS), the system provides immutability, strong access control, and auditability. Smart contracts handle document ownership, versioning, and permissioned sharing, while IPFS facilitates decentralized storage of encrypted files, with content identifiers being stored on-chain for integrity checks. The frontend, implemented in React with Web3.js integration, has a user-friendly interface for wallet management, document upload, and secure sharing using protected routes and Bootstrap to make it responsive. The backend, implemented with Express.js, performs file upload through Multer and emulates IPFS interaction, with a plan to fully integrate IPFS. Local development is done using Ganache and Truffle to test and deploy the blockchain. Key features are tamper-proof audit trails, attribute-based access control, and real-time global accessibility, making the system ideal for industries such as healthcare, finance, and education. Scalability and reliability challenges such as IPFS integration, Web3 provider error handling, and contract address configuration are being tackled to make the system scalable and reliable. Through blockchain's immutability coupled with IPFS's decentralized storage, this project presents a safe and affordable substitute to centralized document storage systems, while promoting compliance and trust as it simplifies collaboration. Planned for the future include layer-2 scalability solutions as well as wider testing to improve production readiness.",Sai Sandeep N; Magna Yadlapalli,Indian Journal of Computer Science and Technology,2025,0,https://www.semanticscholar.org/paper/0538f449eb5a48c0416074b7725acb30657e3f8d,,0538f449eb5a48c0416074b7725acb30657e3f8d
,Using OWL to Model Role Based Access Control,,Timothy W. Finin; A. Joshi; Lalana Kagal; Jianwei Niu; R. Sandhu; W. Winsborough; B. Thuraisingham,,2008,5,https://www.semanticscholar.org/paper/05839526e7fe9ad096f822f055b806c733a7f521,,05839526e7fe9ad096f822f055b806c733a7f521
10.48550/arXiv.2310.04896,Guaranteeing Anonymity in Attribute-Based Authorization,"Attribute-based methods, such as attribute-based access control and attribute-based encryption, make decisions based on attributes possessed by a subject rather than the subject's identity. While this allows for anonymous authorization -- determining that a subject is authorized without knowing the identity of the subject -- it does not guarantee anonymity. If a policy can be composed such that few subjects possess attributes satisfying the policy, then when the policy is used for access control, in addition to making a grant or deny decision, the system can also guess with high probability the identity of the subject making the request. Other approaches to achieving anonymity in attribute-based authorization do not address this attribute distribution problem. Suppose polices contain conjunctions of at most $t$ attributes and the system must not be able to guess with probability greater than $\frac{1}{r}$ the identity of a subject using a policy for authorization. We say the anonymity guarantee is $r$ for maximum credential size $t$. An anonymizing array is a combinatorial array proposed as an abstraction to address the underlying attribute distribution problem by ensuring that any assignment of values to $t$ attributes appearing in the array appears at least $r$ times. Anonymizing arrays are related to covering arrays with higher coverage, but have an additional desired property, homogeneity, due to their application domain. In this work, we discuss the application of anonymizing arrays to guarantee anonymous authorization in attribute-based methods. Additionally, we develop metrics, local and global homogeneity, to compare anonymizing arrays with the same parameters.",Erin Lanus; C. Colbourn; Gail-Joon Ahn,Journal of Information Security and Applications,2023,3,https://www.semanticscholar.org/paper/05a0f526200f966c0c7fe1e8efef0bf89d0e6496,https://arxiv.org/pdf/2310.04896,05a0f526200f966c0c7fe1e8efef0bf89d0e6496
,Monetary Cost Evaluation for IoT Attribute-Based Access Control Framework Implemented on Ethereum Blockchain,,Yutaka Mirei; Zhang Yuanyu; Sasabe Masahiro; K. Shoji,,2020,2,https://www.semanticscholar.org/paper/05b1990dd5711f850f052d0694fbc1c98245e6e4,,05b1990dd5711f850f052d0694fbc1c98245e6e4
10.1007/978-3-030-21373-2_31,Research on Multi Domain Based Access Control in Intelligent Connected Vehicle,,Wang Kaiyu; Liu Nan; Xiu Jiapeng; Yang Zhengqiu,,2019,0,https://www.semanticscholar.org/paper/05b8656d46ad4c6a5fa12996e6d2d8fe2c07fe9b,,05b8656d46ad4c6a5fa12996e6d2d8fe2c07fe9b
10.1007/s12243-015-0480-9,Enhancing context data distribution for the internet of things using qoc-awareness and attribute-based access control,,Léon Lim; Pierrick Marie; D. Conan; S. Chabridon; T. Desprats; A. Manzoor,Annals of Telecommunications,2015,19,https://www.semanticscholar.org/paper/05bdb9e043ff0d120ff1fd24146487fee3ba9d66,https://hal.science/hal-01298025/file/2016_ANTe_Lim.pdf,05bdb9e043ff0d120ff1fd24146487fee3ba9d66
10.1145/2517881.2517883,Universally composable adaptive oblivious transfer (with access control) from standard assumptions,,Masayuki Abe; J. Camenisch; M. Dubovitskaya; R. Nishimaki,Digital Identity Management,2013,16,https://www.semanticscholar.org/paper/05f3e1868d4af9b0023c40939ccb12995bd5fc3b,,05f3e1868d4af9b0023c40939ccb12995bd5fc3b
10.14257/ijsia.2017.11.1.15,Anonymous Authentication with Centralize Access Control of Data Storage in Cloud,,Linawati; I. Gede; Totok Suryawan; M. Sudarma,,2017,4,https://www.semanticscholar.org/paper/05fd4790ef3843571571b41c85f71a835e1915df,,05fd4790ef3843571571b41c85f71a835e1915df
10.1155/2018/6476315,A Feasible Fuzzy-Extended Attribute-Based Access Control Technique,"Attribute-based access control (ABAC) is a maturing authorization technique with outstanding expressiveness and scalability, which shows its overwhelmingly competitive advantage, especially in complicated dynamic environments. Unfortunately, the absence of a flexible exceptional approval mechanism in ABAC impairs the resource usability and business time efficiency in current practice, which could limit its growth. In this paper, we propose a feasible fuzzy-extended ABAC (FBAC) technique to improve the flexibility in urgent exceptional authorizations and thereby improving the resource usability and business timeliness. We use the fuzzy assessment mechanism to evaluate the policy-matching degrees of the requests that do not comply with policies, so that the system can make special approval decisions accordingly to achieve unattended exceptional authorizations. We also designed an auxiliary credit mechanism accompanied by periodic credit adjustment auditing to regulate expediential authorizations for mitigating risks. Theoretical analyses and experimental evaluations show that the FBAC approach enhances resource immediacy and usability with controllable risk.",Yang Xu; Wuqiang Gao; Quanrun Zeng; Guojun Wang; Ju Ren; Yaoxue Zhang,Secur. Commun. Networks,2018,19,https://www.semanticscholar.org/paper/0614d6b2fd7c47efdc57058effc2cb5496a527af,https://doi.org/10.1155/2018/6476315,0614d6b2fd7c47efdc57058effc2cb5496a527af
10.25206/2310-9793-7-4-85-89,Attribute-Based Access Control in Service Mesh,"Modern cloud applications can consist of hundreds of services with thousands of instances. In order to solve the problems of interservice interaction in this highly dynamic environment, an additional software infrastructure layer called service mesh is introduced. This layer provides a single point of interaction with the network for each service. Service mesh mechanisms are responsible for: load balancing, processing of network requests, service discovery, authentication, authorization, etc. However, the following questions arise: complex key management, fine-grained access control at the application level, confidentiality of data and many-to-many communications. It is possible to solve these problems with Attribute-based encryption (ABE) methods. This paper presents an abstract model of a service mesh and a protocol for interservice communications, which uses ABE for authorization and confidentiality of the messages.",K. Ponomarev,"2019 Dynamics of Systems, Mechanisms and Machines (Dynamics)",2019,9,https://www.semanticscholar.org/paper/063e36b56dc9cae504d9542425c837d6fea69135,https://doi.org/10.25206/2310-9793-7-4-85-89,063e36b56dc9cae504d9542425c837d6fea69135
